UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,datetime,plant,temperature,humidity,rainfall,temp_gap,humidity_stress
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,2023-01-14 22:00:00,Plant_A,20.92,88.74,0.0,14.03000000000003,0.8874
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,2023-01-14 23:00:00,Plant_A,20.81,72.52,2.0,14.140000000000043,0.7252
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2023-01-15 00:00:00,Plant_A,37.11,49.98,0.0,-2.0600000000000023,0.49979999999999997
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,2023-01-15 01:00:00,Plant_A,34.07,74.01,0.0,1.080000000000041,0.7401000000000001
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,2023-01-15 02:00:00,Plant_A,29.48,43.61,0.0,5.569999999999993,0.4361
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,2023-01-15 03:00:00,Plant_A,21.96,41.53,1.0,13.090000000000032,0.4153
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,2023-01-15 04:00:00,Plant_A,29.83,52.88,1.0,5.120000000000061,0.5288
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,2023-01-15 05:00:00,Plant_A,29.47,63.13,1.0,5.579999999999984,0.6313
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,2023-01-15 06:00:00,Plant_A,23.46,83.41,0.2,11.590000000000032,0.8341
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,2023-01-15 07:00:00,Plant_A,28.68,76.36,0.5,6.470000000000027,0.7636
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,2023-01-15 08:00:00,Plant_A,27.97,77.14,1.0,7.079999999999984,0.7714
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,2023-01-15 09:00:00,Plant_A,32.32,61.27,0.0,2.830000000000041,0.6127
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,2023-01-15 10:00:00,Plant_A,32.7,57.3,0.0,2.4500000000000455,0.573
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,2023-01-15 11:00:00,Plant_A,20.91,58.55,1.0,14.240000000000009,0.5855
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,2023-01-15 12:00:00,Plant_A,27.49,89.38,2.0,7.660000000000025,0.8937999999999999
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,2023-01-15 13:00:00,Plant_A,32.52,42.01,1.0,2.6300000000000523,0.4201
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,2023-01-15 14:00:00,Plant_A,30.06,83.35,0.0,5.090000000000032,0.8334999999999999
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,2023-01-15 15:00:00,Plant_A,37.13,68.93,0.2,-1.8799999999999955,0.6893
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,2023-01-15 16:00:00,Plant_A,33.17,61.93,0.0,2.079999999999984,0.6193
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,2023-01-15 17:00:00,Plant_A,23.26,76.26,0.0,11.890000000000043,0.7626000000000001
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,2023-01-15 18:00:00,Plant_A,21.41,64.33,1.0,13.740000000000009,0.6433
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,2023-01-15 19:00:00,Plant_A,32.85,83.67,0.0,2.3000000000000114,0.8367
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,2023-01-15 20:00:00,Plant_A,20.53,85.04,1.0,14.720000000000027,0.8504
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,2023-01-15 21:00:00,Plant_A,31.72,61.09,2.0,3.5299999999999727,0.6109
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,2023-01-15 22:00:00,Plant_A,38.8,53.84,1.0,-3.6499999999999773,0.5384
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,2023-01-15 23:00:00,Plant_A,31.51,69.62,0.0,3.640000000000043,0.6962
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,2023-01-16 00:00:00,Plant_A,27.76,85.62,0.0,7.390000000000043,0.8562000000000001
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,2023-01-16 01:00:00,Plant_A,32.87,50.53,1.0,2.2800000000000296,0.5053
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,2023-01-16 02:00:00,Plant_A,29.17,71.15,0.0,5.980000000000018,0.7115
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,2023-01-16 03:00:00,Plant_A,30.91,71.58,0.0,4.240000000000009,0.7158
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,2023-01-16 04:00:00,Plant_A,38.83,76.66,0.0,-3.579999999999984,0.7666
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,2023-01-16 05:00:00,Plant_A,27.72,46.58,0.0,7.529999999999973,0.4658
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,2023-01-16 06:00:00,Plant_A,39.22,75.79,0.0,-3.8700000000000045,0.7579
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,2023-01-16 07:00:00,Plant_A,38.11,85.45,0.2,-2.8600000000000136,0.8545
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,2023-01-16 08:00:00,Plant_A,23.92,48.98,0.2,11.329999999999984,0.48979999999999996
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,2023-01-16 09:00:00,Plant_A,21.39,51.88,0.5,13.860000000000014,0.5188
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,2023-01-16 10:00:00,Plant_A,22.02,88.57,2.0,13.130000000000052,0.8856999999999999
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,2023-01-16 11:00:00,Plant_A,20.36,49.05,1.0,14.889999999999986,0.4905
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,2023-01-16 12:00:00,Plant_A,21.89,82.72,2.0,13.260000000000048,0.8271999999999999
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,2023-01-16 13:00:00,Plant_A,33.66,64.61,0.0,1.490000000000066,0.6461
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,2023-01-16 14:00:00,Plant_A,21.42,52.36,0.0,13.730000000000018,0.5236
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,2023-01-16 15:00:00,Plant_A,26.38,83.54,0.2,8.670000000000016,0.8354
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,2023-01-16 16:00:00,Plant_A,36.9,62.27,2.0,-1.849999999999966,0.6227
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,2023-01-16 17:00:00,Plant_A,20.47,65.74,0.0,14.579999999999984,0.6574
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,2023-01-16 18:00:00,Plant_A,36.29,57.96,0.2,-1.240000000000009,0.5796
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,2023-01-16 19:00:00,Plant_A,25.64,69.65,0.0,9.410000000000025,0.6965
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,2023-01-16 20:00:00,Plant_A,22.36,48.18,2.0,12.79000000000002,0.4818
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,2023-01-16 21:00:00,Plant_A,33.93,59.55,0.2,1.420000000000016,0.5954999999999999
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,2023-01-16 22:00:00,Plant_A,32.58,88.47,1.0,2.7700000000000387,0.8847
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,2023-01-16 23:00:00,Plant_A,37.55,52.91,1.0,-2.099999999999966,0.5291
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,2023-01-17 00:00:00,Plant_A,34.7,72.84,0.5,0.6500000000000341,0.7284
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,2023-01-17 01:00:00,Plant_A,36.07,56.26,0.5,-0.6199999999999477,0.5626
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,2023-01-17 02:00:00,Plant_A,25.64,78.67,0.2,9.910000000000025,0.7867000000000001
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,2023-01-17 03:00:00,Plant_A,23.55,46.54,0.0,12.0,0.4654
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,2023-01-17 04:00:00,Plant_A,35.01,88.49,1.0,0.5400000000000205,0.8848999999999999
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,2023-01-17 05:00:00,Plant_A,36.14,62.69,0.0,-0.589999999999975,0.6269
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,2023-01-17 06:00:00,Plant_A,39.81,51.8,0.0,-4.259999999999991,0.518
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,2023-01-17 07:00:00,Plant_A,28.25,43.67,0.2,7.2000000000000455,0.43670000000000003
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,2023-01-17 08:00:00,Plant_A,27.44,48.49,0.0,7.910000000000025,0.4849
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,2023-01-17 09:00:00,Plant_A,35.53,65.99,1.0,-0.2799999999999727,0.6598999999999999
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,2023-01-17 10:00:00,Plant_A,26.82,56.85,0.0,8.430000000000007,0.5685
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,2023-01-17 11:00:00,Plant_A,38.62,81.44,0.5,-3.4699999999999704,0.8144
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,2023-01-17 12:00:00,Plant_A,37.17,61.54,0.0,-2.019999999999982,0.6154
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,2023-01-17 13:00:00,Plant_A,28.58,52.44,0.0,6.57000000000005,0.5244
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,2023-01-17 14:00:00,Plant_A,35.02,70.86,0.0,0.1300000000000523,0.7086
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,2023-01-17 15:00:00,Plant_A,35.09,75.34,1.0,0.15999999999996817,0.7534000000000001
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,2023-01-17 16:00:00,Plant_A,22.06,48.35,1.0,13.29000000000002,0.48350000000000004
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,2023-01-17 17:00:00,Plant_A,38.05,48.38,0.0,-2.6999999999999886,0.4838
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,2023-01-17 18:00:00,Plant_A,30.11,41.83,0.2,5.340000000000032,0.4183
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,2023-01-17 19:00:00,Plant_A,36.53,76.82,0.0,-1.0799999999999272,0.7681999999999999
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,2023-01-17 20:00:00,Plant_A,26.4,73.19,0.2,9.050000000000068,0.7319
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,2023-01-17 21:00:00,Plant_A,37.91,63.73,0.2,-2.5599999999999454,0.6373
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,2023-01-17 22:00:00,Plant_A,27.78,82.21,0.0,7.670000000000073,0.8220999999999999
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,2023-01-17 23:00:00,Plant_A,20.22,80.28,0.0,15.129999999999995,0.8028
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,2023-01-18 00:00:00,Plant_A,38.11,69.27,0.5,-2.659999999999968,0.6927
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,2023-01-18 01:00:00,Plant_A,21.83,83.41,1.0,13.620000000000061,0.8341
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,2023-01-18 02:00:00,Plant_A,26.39,50.29,1.0,9.06000000000006,0.5029
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,2023-01-18 03:00:00,Plant_A,39.0,45.6,0.0,-3.4499999999999886,0.456
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,2023-01-18 04:00:00,Plant_A,39.01,53.49,2.0,-3.5599999999999454,0.5349
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,2023-01-18 05:00:00,Plant_A,31.47,42.85,2.0,3.7799999999999727,0.4285
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,2023-01-18 06:00:00,Plant_A,32.64,66.56,2.0,2.6100000000000136,0.6656
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,2023-01-18 07:00:00,Plant_A,28.97,86.83,0.5,6.279999999999973,0.8683
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,2023-01-18 08:00:00,Plant_A,25.86,41.97,1.0,9.490000000000009,0.41969999999999996
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,2023-01-18 09:00:00,Plant_A,26.57,46.11,0.0,8.680000000000007,0.4611
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,2023-01-18 10:00:00,Plant_A,33.45,62.61,1.0,1.8000000000000114,0.6261
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,2023-01-18 11:00:00,Plant_A,35.05,86.69,0.2,0.10000000000002274,0.8669
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,2023-01-18 12:00:00,Plant_A,35.83,55.81,0.0,-0.67999999999995,0.5581
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,2023-01-18 13:00:00,Plant_A,35.79,65.36,0.0,-0.6399999999999864,0.6536
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,2023-01-18 14:00:00,Plant_A,21.82,42.08,1.0,13.330000000000041,0.4208
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,2023-01-18 15:00:00,Plant_A,29.89,47.42,0.0,5.260000000000048,0.4742
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,2023-01-18 16:00:00,Plant_A,21.15,89.33,0.5,14.100000000000023,0.8933
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,2023-01-18 17:00:00,Plant_A,30.99,88.26,2.0,4.259999999999991,0.8826
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,2023-01-18 18:00:00,Plant_A,28.83,40.25,0.5,6.520000000000039,0.4025
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,2023-01-18 19:00:00,Plant_A,37.75,87.59,0.5,-2.3999999999999773,0.8759
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,2023-01-18 20:00:00,Plant_A,27.02,71.96,0.2,8.430000000000064,0.7195999999999999
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,2023-01-18 21:00:00,Plant_A,22.34,83.4,0.5,13.11000000000007,0.8340000000000001
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,2023-01-18 22:00:00,Plant_A,22.86,62.74,0.0,12.590000000000032,0.6274000000000001
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,2023-01-18 23:00:00,Plant_A,35.23,65.78,0.2,0.12000000000000455,0.6578
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,2023-01-19 00:00:00,Plant_A,32.36,64.44,0.0,2.990000000000009,0.6444
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,2023-01-19 01:00:00,Plant_A,22.02,73.34,0.5,13.330000000000041,0.7334
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,2023-01-19 02:00:00,Plant_A,21.68,46.98,0.5,13.670000000000016,0.4698
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,2023-01-19 03:00:00,Plant_A,34.02,41.5,0.0,1.1300000000000523,0.415
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,2023-01-19 04:00:00,Plant_A,21.46,55.4,0.5,13.690000000000055,0.5539999999999999
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,2023-01-19 05:00:00,Plant_A,36.44,75.23,0.0,-1.2899999999999636,0.7523000000000001
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,2023-01-19 06:00:00,Plant_A,34.12,50.09,0.2,1.1299999999999955,0.5009
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,2023-01-19 07:00:00,Plant_A,21.63,73.67,0.0,13.520000000000039,0.7367
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,2023-01-19 08:00:00,Plant_A,21.7,88.5,0.0,13.650000000000034,0.885
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,2023-01-19 09:00:00,Plant_A,39.73,44.7,0.0,-4.3799999999999955,0.447
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,2023-01-19 10:00:00,Plant_A,27.49,73.63,0.0,7.860000000000014,0.7363
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,2023-01-19 11:00:00,Plant_A,27.41,62.19,0.5,7.939999999999998,0.6219
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,2023-01-19 12:00:00,Plant_A,36.26,83.41,2.0,-1.009999999999991,0.8341
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,2023-01-19 13:00:00,Plant_A,38.94,48.86,2.0,-3.4899999999999523,0.4886
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,2023-01-19 14:00:00,Plant_A,39.72,74.63,0.2,-4.269999999999982,0.7463
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,2023-01-19 15:00:00,Plant_A,35.07,81.91,1.0,0.4800000000000182,0.8190999999999999
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,2023-01-19 16:00:00,Plant_A,27.53,87.23,0.2,7.920000000000073,0.8723000000000001
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,2023-01-19 17:00:00,Plant_A,21.67,74.16,1.0,13.879999999999995,0.7415999999999999
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,2023-01-19 18:00:00,Plant_A,35.54,64.86,2.0,0.009999999999990905,0.6486
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,2023-01-19 19:00:00,Plant_A,31.17,70.89,2.0,4.28000000000003,0.7089
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,2023-01-19 20:00:00,Plant_A,28.48,83.45,0.0,6.970000000000027,0.8345
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,2023-01-19 21:00:00,Plant_A,38.13,68.53,0.0,-2.579999999999984,0.6853
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,2023-01-19 22:00:00,Plant_A,22.22,41.52,0.0,13.329999999999984,0.4152
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,2023-01-19 23:00:00,Plant_A,29.85,86.55,0.2,5.699999999999989,0.8654999999999999
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,2023-01-20 00:00:00,Plant_A,20.23,74.48,0.5,15.319999999999993,0.7448
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,2023-01-20 01:00:00,Plant_A,29.37,73.83,1.0,6.080000000000041,0.7383
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,2023-01-20 02:00:00,Plant_A,21.13,50.78,0.5,14.32000000000005,0.5078
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,2023-01-20 03:00:00,Plant_A,22.38,72.94,0.0,13.07000000000005,0.7293999999999999
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,2023-01-20 04:00:00,Plant_A,22.35,59.69,1.0,13.100000000000023,0.5969
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,2023-01-20 05:00:00,Plant_A,32.98,72.56,0.2,2.569999999999993,0.7256
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,2023-01-20 06:00:00,Plant_A,34.92,45.33,0.0,0.6299999999999955,0.4533
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,2023-01-20 07:00:00,Plant_A,31.67,72.89,0.5,3.8799999999999955,0.7289
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,2023-01-20 08:00:00,Plant_A,39.24,89.97,0.0,-3.7899999999999636,0.8996999999999999
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,2023-01-20 09:00:00,Plant_A,27.5,42.41,0.2,7.9500000000000455,0.4241
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,2023-01-20 10:00:00,Plant_A,25.71,88.86,2.0,9.640000000000043,0.8886
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,2023-01-20 11:00:00,Plant_A,37.37,60.35,2.0,-2.019999999999982,0.6035
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,2023-01-20 12:00:00,Plant_A,24.47,83.54,0.2,11.079999999999984,0.8354
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,2023-01-20 13:00:00,Plant_A,39.26,79.12,0.2,-3.609999999999957,0.7912
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,2023-01-20 14:00:00,Plant_A,20.24,68.35,0.2,15.410000000000025,0.6835
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,2023-01-20 15:00:00,Plant_A,39.4,76.92,1.0,-3.749999999999943,0.7692
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,2023-01-20 16:00:00,Plant_A,20.86,83.93,0.2,14.990000000000009,0.8393
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,2023-01-20 17:00:00,Plant_A,37.82,60.21,0.5,-1.9699999999999704,0.6021
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,2023-01-20 18:00:00,Plant_A,30.55,56.35,0.0,5.400000000000034,0.5635
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,2023-01-20 19:00:00,Plant_A,39.86,73.38,1.0,-3.909999999999968,0.7338
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,2023-01-20 20:00:00,Plant_A,21.48,80.39,0.2,14.370000000000005,0.8039000000000001
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,2023-01-20 21:00:00,Plant_A,31.08,78.11,0.0,4.770000000000039,0.7811
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,2023-01-20 22:00:00,Plant_A,39.39,79.89,0.0,-3.5399999999999636,0.7989
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,2023-01-20 23:00:00,Plant_A,30.46,61.78,0.0,5.2900000000000205,0.6178
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,2023-01-21 00:00:00,Plant_A,32.59,80.89,2.0,3.259999999999991,0.8089
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,2023-01-21 01:00:00,Plant_A,33.91,46.01,0.0,1.9400000000000546,0.46009999999999995
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,2023-01-21 02:00:00,Plant_A,29.09,67.22,0.0,6.760000000000048,0.6722
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,2023-01-21 03:00:00,Plant_A,32.55,40.29,2.0,3.3000000000000114,0.4029
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,2023-01-21 04:00:00,Plant_A,31.69,56.23,1.0,4.160000000000025,0.5623
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,2023-01-21 05:00:00,Plant_A,38.02,58.32,1.0,-2.169999999999959,0.5832
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,2023-01-21 06:00:00,Plant_A,20.91,59.81,1.0,15.04000000000002,0.5981000000000001
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,2023-01-21 07:00:00,Plant_A,25.62,74.77,0.0,10.330000000000041,0.7476999999999999
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,2023-01-21 08:00:00,Plant_A,39.01,59.43,0.0,-2.9599999999999795,0.5943
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,2023-01-21 09:00:00,Plant_A,37.81,62.43,0.0,-1.759999999999991,0.6243
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,2023-01-21 10:00:00,Plant_A,29.11,51.88,0.5,6.939999999999998,0.5188
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,2023-01-21 11:00:00,Plant_A,32.4,58.66,0.2,3.650000000000034,0.5866
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,2023-01-21 12:00:00,Plant_A,25.55,51.36,1.0,10.600000000000023,0.5136
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,2023-01-21 13:00:00,Plant_A,23.76,43.66,0.0,12.390000000000043,0.4366
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,2023-01-21 14:00:00,Plant_A,29.27,70.17,0.0,6.980000000000018,0.7017
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,2023-01-21 15:00:00,Plant_A,27.07,73.41,0.0,9.080000000000041,0.7341
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,2023-01-21 16:00:00,Plant_A,31.67,70.97,0.2,4.3799999999999955,0.7097
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,2023-01-21 17:00:00,Plant_A,21.55,63.17,0.0,14.300000000000011,0.6317
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,2023-01-21 18:00:00,Plant_A,39.49,58.99,0.0,-3.5399999999999636,0.5899
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,2023-01-21 19:00:00,Plant_A,39.72,83.17,0.0,-3.769999999999982,0.8317
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,2023-01-21 20:00:00,Plant_A,33.96,65.95,0.5,2.090000000000032,0.6595
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,2023-01-21 21:00:00,Plant_A,30.72,63.96,0.5,5.430000000000007,0.6396000000000001
